lsoa_code,year_month,predicted_burglary,predicted_burglary_norm
E01002917,2025-07,0,0.0
E01002918,2025-07,0,0.0
E01002919,2025-07,2,0.125
E01002920,2025-07,0,0.0
E01002921,2025-07,1,0.0625
E01002922,2025-07,0,0.0
E01002923,2025-07,3,0.1875
E01002924,2025-07,0,0.0
E01002925,2025-07,2,0.125
E01002926,2025-07,2,0.125
E01002927,2025-07,3,0.1875
E01002928,2025-07,1,0.0625
E01002929,2025-07,3,0.1875
E01002930,2025-07,2,0.125
E01002931,2025-07,0,0.0
E01002932,2025-07,1,0.0625
E01002933,2025-07,0,0.0
E01002934,2025-07,5,0.3125
E01002935,2025-07,1,0.0625
E01002937,2025-07,0,0.0
E01002938,2025-07,2,0.125
E01002939,2025-07,5,0.3125
E01002940,2025-07,1,0.0625
E01002941,2025-07,1,0.0625
E01002942,2025-07,0,0.0
E01002943,2025-07,0,0.0
E01002944,2025-07,0,0.0
E01002945,2025-07,0,0.0
E01002946,2025-07,0,0.0
E01002947,2025-07,0,0.0
E01002948,2025-07,4,0.25
E01002949,2025-07,0,0.0
E01002950,2025-07,1,0.0625
E01002951,2025-07,0,0.0
E01002952,2025-07,0,0.0
E01002953,2025-07,0,0.0
E01002954,2025-07,2,0.125
E01002955,2025-07,1,0.0625
E01002956,2025-07,1,0.0625
E01002957,2025-07,0,0.0
E01002958,2025-07,0,0.0
E01002959,2025-07,0,0.0
E01002960,2025-07,0,0.0
E01002961,2025-07,1,0.0625
E01002962,2025-07,0,0.0
E01002963,2025-07,3,0.1875
E01002964,2025-07,0,0.0
E01002965,2025-07,2,0.125
E01002966,2025-07,0,0.0
E01002967,2025-07,1,0.0625
E01002968,2025-07,6,0.375
E01002969,2025-07,3,0.1875
E01002970,2025-07,2,0.125
E01002971,2025-07,0,0.0
E01002972,2025-07,0,0.0
E01002973,2025-07,1,0.0625
E01002974,2025-07,0,0.0
E01002975,2025-07,0,0.0
E01002976,2025-07,1,0.0625
E01002977,2025-07,0,0.0
E01002978,2025-07,1,0.0625
E01002979,2025-07,0,0.0
E01002980,2025-07,0,0.0
E01002981,2025-07,0,0.0
E01002982,2025-07,0,0.0
E01002983,2025-07,0,0.0
E01002984,2025-07,0,0.0
E01002985,2025-07,0,0.0
E01002986,2025-07,0,0.0
E01002987,2025-07,1,0.0625
E01002988,2025-07,1,0.0625
E01002989,2025-07,1,0.0625
E01002990,2025-07,0,0.0
E01002991,2025-07,4,0.25
E01002992,2025-07,0,0.0
E01002993,2025-07,0,0.0
E01002994,2025-07,0,0.0
E01002995,2025-07,1,0.0625
E01002996,2025-07,0,0.0
E01002997,2025-07,0,0.0
E01002998,2025-07,0,0.0
E01002999,2025-07,1,0.0625
E01003000,2025-07,1,0.0625
E01003001,2025-07,0,0.0
E01003002,2025-07,0,0.0
E01003003,2025-07,2,0.125
E01003004,2025-07,0,0.0
E01003005,2025-07,3,0.1875
E01003006,2025-07,1,0.0625
E01003007,2025-07,2,0.125
E01003008,2025-07,0,0.0
E01003009,2025-07,1,0.0625
E01003010,2025-07,0,0.0
E01003011,2025-07,0,0.0
E01003013,2025-07,7,0.4375
E01003014,2025-07,4,0.25
E01003015,2025-07,0,0.0
E01003016,2025-07,4,0.25
E01003017,2025-07,5,0.3125
E01003018,2025-07,1,0.0625
E01003019,2025-07,3,0.1875
E01003020,2025-07,3,0.1875
E01003021,2025-07,2,0.125
E01003022,2025-07,0,0.0
E01003023,2025-07,1,0.0625
E01003024,2025-07,1,0.0625
E01003025,2025-07,5,0.3125
E01003026,2025-07,0,0.0
E01003027,2025-07,3,0.1875
E01003028,2025-07,0,0.0
E01003029,2025-07,0,0.0
E01003030,2025-07,0,0.0
E01003031,2025-07,3,0.1875
E01003032,2025-07,1,0.0625
E01003033,2025-07,3,0.1875
E01003034,2025-07,0,0.0
E01003035,2025-07,1,0.0625
E01003036,2025-07,1,0.0625
E01003037,2025-07,1,0.0625
E01003038,2025-07,0,0.0
E01003039,2025-07,0,0.0
E01003040,2025-07,1,0.0625
E01003041,2025-07,0,0.0
E01003042,2025-07,0,0.0
E01003043,2025-07,0,0.0
E01003044,2025-07,0,0.0
E01003045,2025-07,0,0.0
E01003046,2025-07,0,0.0
E01003047,2025-07,4,0.25
E01003048,2025-07,0,0.0
E01003049,2025-07,0,0.0
E01003050,2025-07,0,0.0
E01003051,2025-07,1,0.0625
E01003052,2025-07,3,0.1875
E01003053,2025-07,4,0.25
E01003054,2025-07,2,0.125
E01003055,2025-07,1,0.0625
E01003056,2025-07,0,0.0
E01003057,2025-07,1,0.0625
E01003058,2025-07,0,0.0
E01003059,2025-07,0,0.0
E01003060,2025-07,0,0.0
E01003061,2025-07,1,0.0625
E01003062,2025-07,0,0.0
E01003063,2025-07,0,0.0
E01003064,2025-07,1,0.0625
E01003065,2025-07,0,0.0
E01003066,2025-07,0,0.0
E01003067,2025-07,2,0.125
E01003068,2025-07,0,0.0
E01003069,2025-07,0,0.0
E01003070,2025-07,0,0.0
E01003071,2025-07,1,0.0625
E01003072,2025-07,1,0.0625
E01003073,2025-07,1,0.0625
E01003074,2025-07,4,0.25
E01003075,2025-07,0,0.0
E01003076,2025-07,3,0.1875
E01003077,2025-07,0,0.0
E01003078,2025-07,1,0.0625
E01003079,2025-07,3,0.1875
E01003080,2025-07,0,0.0
E01003081,2025-07,2,0.125
E01003082,2025-07,0,0.0
E01003083,2025-07,0,0.0
E01003084,2025-07,0,0.0
E01003085,2025-07,1,0.0625
E01003086,2025-07,4,0.25
E01003087,2025-07,4,0.25
E01003088,2025-07,1,0.0625
E01003089,2025-07,3,0.1875
E01003090,2025-07,4,0.25
E01003091,2025-07,0,0.0
E01003092,2025-07,4,0.25
E01003093,2025-07,3,0.1875
E01003094,2025-07,2,0.125
E01003095,2025-07,0,0.0
E01003096,2025-07,1,0.0625
E01003097,2025-07,1,0.0625
E01003098,2025-07,2,0.125
E01003099,2025-07,1,0.0625
E01003100,2025-07,0,0.0
E01003101,2025-07,4,0.25
E01003102,2025-07,1,0.0625
E01003104,2025-07,0,0.0
E01003105,2025-07,1,0.0625
E01003106,2025-07,0,0.0
E01003107,2025-07,5,0.3125
E01003108,2025-07,3,0.1875
E01003109,2025-07,0,0.0
E01003110,2025-07,1,0.0625
E01003111,2025-07,1,0.0625
E01003112,2025-07,2,0.125
E01003113,2025-07,3,0.1875
E01003114,2025-07,2,0.125
E01003115,2025-07,0,0.0
E01003116,2025-07,0,0.0
E01003117,2025-07,5,0.3125
E01003118,2025-07,4,0.25
E01003119,2025-07,0,0.0
E01003120,2025-07,1,0.0625
E01003121,2025-07,0,0.0
E01003122,2025-07,0,0.0
E01003123,2025-07,0,0.0
E01003124,2025-07,2,0.125
E01003125,2025-07,0,0.0
E01003126,2025-07,3,0.1875
E01003127,2025-07,0,0.0
E01003128,2025-07,4,0.25
E01003129,2025-07,3,0.1875
E01003130,2025-07,4,0.25
E01003131,2025-07,3,0.1875
E01003132,2025-07,1,0.0625
E01003133,2025-07,0,0.0
E01003134,2025-07,1,0.0625
E01003135,2025-07,0,0.0
E01003136,2025-07,0,0.0
E01003137,2025-07,0,0.0
E01003138,2025-07,0,0.0
E01003139,2025-07,1,0.0625
E01003140,2025-07,0,0.0
E01003141,2025-07,0,0.0
E01003142,2025-07,0,0.0
E01003143,2025-07,1,0.0625
E01003144,2025-07,0,0.0
E01003145,2025-07,0,0.0
E01003146,2025-07,3,0.1875
E01003147,2025-07,0,0.0
E01003148,2025-07,0,0.0
E01003149,2025-07,1,0.0625
E01003150,2025-07,0,0.0
E01003151,2025-07,1,0.0625
E01003152,2025-07,5,0.3125
E01003153,2025-07,0,0.0
E01003154,2025-07,1,0.0625
E01003155,2025-07,2,0.125
E01003156,2025-07,0,0.0
E01003157,2025-07,0,0.0
E01003158,2025-07,1,0.0625
E01003159,2025-07,2,0.125
E01003160,2025-07,0,0.0
E01003161,2025-07,0,0.0
E01003162,2025-07,1,0.0625
E01003163,2025-07,1,0.0625
E01003164,2025-07,1,0.0625
E01003165,2025-07,1,0.0625
E01003166,2025-07,0,0.0
E01003167,2025-07,0,0.0
E01003168,2025-07,1,0.0625
E01003169,2025-07,0,0.0
E01003170,2025-07,0,0.0
E01003171,2025-07,4,0.25
E01003172,2025-07,0,0.0
E01003173,2025-07,2,0.125
E01003174,2025-07,1,0.0625
E01003175,2025-07,0,0.0
E01003176,2025-07,0,0.0
E01003177,2025-07,0,0.0
E01003178,2025-07,1,0.0625
E01003179,2025-07,1,0.0625
E01003180,2025-07,1,0.0625
E01003181,2025-07,1,0.0625
E01003182,2025-07,4,0.25
E01003183,2025-07,0,0.0
E01003184,2025-07,0,0.0
E01003185,2025-07,1,0.0625
E01003186,2025-07,0,0.0
E01003187,2025-07,5,0.3125
E01003188,2025-07,1,0.0625
E01003189,2025-07,0,0.0
E01003190,2025-07,5,0.3125
E01003191,2025-07,0,0.0
E01003192,2025-07,1,0.0625
E01003193,2025-07,0,0.0
E01003194,2025-07,1,0.0625
E01003195,2025-07,1,0.0625
E01003196,2025-07,3,0.1875
E01003197,2025-07,2,0.125
E01003198,2025-07,0,0.0
E01003199,2025-07,4,0.25
E01003200,2025-07,2,0.125
E01003201,2025-07,2,0.125
E01003202,2025-07,0,0.0
E01003203,2025-07,0,0.0
E01003204,2025-07,1,0.0625
E01003205,2025-07,2,0.125
E01003206,2025-07,2,0.125
E01003207,2025-07,6,0.375
E01003209,2025-07,0,0.0
E01003210,2025-07,1,0.0625
E01003211,2025-07,0,0.0
E01003212,2025-07,0,0.0
E01003213,2025-07,5,0.3125
E01003214,2025-07,0,0.0
E01003215,2025-07,1,0.0625
E01003216,2025-07,2,0.125
E01003217,2025-07,0,0.0
E01003218,2025-07,0,0.0
E01003219,2025-07,0,0.0
E01003220,2025-07,2,0.125
E01003221,2025-07,0,0.0
E01003222,2025-07,0,0.0
E01003223,2025-07,0,0.0
E01003224,2025-07,4,0.25
E01003225,2025-07,0,0.0
E01003226,2025-07,1,0.0625
E01003227,2025-07,1,0.0625
E01003228,2025-07,0,0.0
E01003229,2025-07,4,0.25
E01003230,2025-07,1,0.0625
E01003231,2025-07,2,0.125
E01003232,2025-07,0,0.0
E01003233,2025-07,0,0.0
E01003235,2025-07,2,0.125
E01003236,2025-07,5,0.3125
E01003237,2025-07,1,0.0625
E01003238,2025-07,1,0.0625
E01003239,2025-07,0,0.0
E01003240,2025-07,0,0.0
E01003241,2025-07,2,0.125
E01003243,2025-07,0,0.0
E01003244,2025-07,1,0.0625
E01003245,2025-07,0,0.0
E01003246,2025-07,1,0.0625
E01003247,2025-07,2,0.125
E01003248,2025-07,0,0.0
E01003249,2025-07,1,0.0625
E01003250,2025-07,0,0.0
E01003251,2025-07,0,0.0
E01003252,2025-07,1,0.0625
E01003253,2025-07,2,0.125
E01003254,2025-07,0,0.0
E01003255,2025-07,2,0.125
E01003256,2025-07,0,0.0
E01003257,2025-07,1,0.0625
E01003258,2025-07,0,0.0
E01003259,2025-07,4,0.25
E01003260,2025-07,1,0.0625
E01003261,2025-07,0,0.0
E01003262,2025-07,0,0.0
E01003263,2025-07,3,0.1875
E01003264,2025-07,4,0.25
E01003265,2025-07,3,0.1875
E01003266,2025-07,1,0.0625
E01003267,2025-07,0,0.0
E01003268,2025-07,1,0.0625
E01003269,2025-07,0,0.0
E01003270,2025-07,0,0.0
E01003271,2025-07,1,0.0625
E01003272,2025-07,1,0.0625
E01003273,2025-07,0,0.0
E01003274,2025-07,0,0.0
E01003275,2025-07,1,0.0625
E01003276,2025-07,1,0.0625
E01003277,2025-07,0,0.0
E01003278,2025-07,5,0.3125
E01003279,2025-07,1,0.0625
E01003280,2025-07,0,0.0
E01003281,2025-07,1,0.0625
E01003282,2025-07,1,0.0625
E01003283,2025-07,0,0.0
E01003284,2025-07,1,0.0625
E01003285,2025-07,1,0.0625
E01003286,2025-07,0,0.0
E01003287,2025-07,4,0.25
E01003288,2025-07,2,0.125
E01003290,2025-07,1,0.0625
E01003291,2025-07,0,0.0
E01003292,2025-07,1,0.0625
E01003293,2025-07,0,0.0
E01003295,2025-07,3,0.1875
E01003296,2025-07,0,0.0
E01003297,2025-07,6,0.375
E01003298,2025-07,1,0.0625
E01003299,2025-07,3,0.1875
E01003300,2025-07,0,0.0
E01003301,2025-07,1,0.0625
E01003302,2025-07,2,0.125
E01003303,2025-07,1,0.0625
E01003304,2025-07,1,0.0625
E01003305,2025-07,0,0.0
E01003307,2025-07,0,0.0
E01003308,2025-07,1,0.0625
E01003309,2025-07,3,0.1875
E01003310,2025-07,1,0.0625
E01003311,2025-07,0,0.0
E01003312,2025-07,0,0.0
E01003313,2025-07,1,0.0625
E01003314,2025-07,1,0.0625
E01003315,2025-07,0,0.0
E01003316,2025-07,2,0.125
E01003317,2025-07,0,0.0
E01003318,2025-07,4,0.25
E01003319,2025-07,6,0.375
E01003320,2025-07,2,0.125
E01003321,2025-07,5,0.3125
E01003322,2025-07,3,0.1875
E01003323,2025-07,0,0.0
E01003324,2025-07,3,0.1875
E01003325,2025-07,0,0.0
E01003326,2025-07,2,0.125
E01003327,2025-07,1,0.0625
E01003328,2025-07,1,0.0625
E01003329,2025-07,1,0.0625
E01003330,2025-07,3,0.1875
E01003331,2025-07,1,0.0625
E01003332,2025-07,0,0.0
E01003333,2025-07,1,0.0625
E01003334,2025-07,2,0.125
E01003335,2025-07,0,0.0
E01003336,2025-07,1,0.0625
E01003337,2025-07,1,0.0625
E01003338,2025-07,0,0.0
E01003339,2025-07,0,0.0
E01003340,2025-07,2,0.125
E01003341,2025-07,0,0.0
E01003342,2025-07,0,0.0
E01003343,2025-07,0,0.0
E01003344,2025-07,0,0.0
E01003345,2025-07,0,0.0
E01003346,2025-07,0,0.0
E01003347,2025-07,0,0.0
E01003348,2025-07,1,0.0625
E01003349,2025-07,0,0.0
E01003350,2025-07,1,0.0625
E01003351,2025-07,0,0.0
E01003352,2025-07,0,0.0
E01003353,2025-07,0,0.0
E01003354,2025-07,0,0.0
E01003355,2025-07,1,0.0625
E01003356,2025-07,0,0.0
E01003357,2025-07,4,0.25
E01003358,2025-07,0,0.0
E01003359,2025-07,0,0.0
E01003360,2025-07,0,0.0
E01003361,2025-07,0,0.0
E01003362,2025-07,0,0.0
E01003363,2025-07,0,0.0
E01003364,2025-07,0,0.0
E01003365,2025-07,0,0.0
E01003366,2025-07,1,0.0625
E01003367,2025-07,0,0.0
E01003368,2025-07,1,0.0625
E01003369,2025-07,1,0.0625
E01003370,2025-07,1,0.0625
E01003371,2025-07,4,0.25
E01003372,2025-07,0,0.0
E01003373,2025-07,1,0.0625
E01003374,2025-07,1,0.0625
E01003375,2025-07,0,0.0
E01003376,2025-07,0,0.0
E01003377,2025-07,1,0.0625
E01003378,2025-07,5,0.3125
E01003379,2025-07,5,0.3125
E01003380,2025-07,0,0.0
E01003381,2025-07,0,0.0
E01003382,2025-07,0,0.0
E01003383,2025-07,1,0.0625
E01003384,2025-07,3,0.1875
E01003385,2025-07,1,0.0625
E01003386,2025-07,2,0.125
E01003387,2025-07,0,0.0
E01003388,2025-07,0,0.0
E01003389,2025-07,3,0.1875
E01003390,2025-07,1,0.0625
E01003391,2025-07,0,0.0
E01003392,2025-07,1,0.0625
E01003393,2025-07,4,0.25
E01003394,2025-07,1,0.0625
E01003395,2025-07,2,0.125
E01003396,2025-07,1,0.0625
E01003397,2025-07,1,0.0625
E01003398,2025-07,4,0.25
E01003399,2025-07,2,0.125
E01003400,2025-07,1,0.0625
E01003401,2025-07,1,0.0625
E01003402,2025-07,3,0.1875
E01003403,2025-07,0,0.0
E01003404,2025-07,0,0.0
E01003405,2025-07,2,0.125
E01003406,2025-07,0,0.0
E01003407,2025-07,0,0.0
E01003408,2025-07,0,0.0
E01003409,2025-07,1,0.0625
E01003410,2025-07,1,0.0625
E01003411,2025-07,0,0.0
E01003412,2025-07,1,0.0625
E01003413,2025-07,2,0.125
E01003414,2025-07,0,0.0
E01003415,2025-07,0,0.0
E01003416,2025-07,0,0.0
E01003417,2025-07,1,0.0625
E01003418,2025-07,1,0.0625
E01003419,2025-07,0,0.0
E01003420,2025-07,0,0.0
E01003421,2025-07,0,0.0
E01003422,2025-07,2,0.125
E01003423,2025-07,1,0.0625
E01003424,2025-07,1,0.0625
E01003425,2025-07,1,0.0625
E01003426,2025-07,3,0.1875
E01003427,2025-07,0,0.0
E01003428,2025-07,1,0.0625
E01003429,2025-07,0,0.0
E01003430,2025-07,1,0.0625
E01003431,2025-07,0,0.0
E01003432,2025-07,0,0.0
E01003433,2025-07,1,0.0625
E01003434,2025-07,0,0.0
E01003435,2025-07,1,0.0625
E01003436,2025-07,0,0.0
E01003437,2025-07,0,0.0
E01003438,2025-07,2,0.125
E01003439,2025-07,0,0.0
E01003440,2025-07,3,0.1875
E01003441,2025-07,1,0.0625
E01003442,2025-07,3,0.1875
E01003443,2025-07,0,0.0
E01003444,2025-07,0,0.0
E01003445,2025-07,0,0.0
E01003446,2025-07,0,0.0
E01003447,2025-07,2,0.125
E01003448,2025-07,1,0.0625
E01003449,2025-07,0,0.0
E01003450,2025-07,0,0.0
E01003451,2025-07,1,0.0625
E01003452,2025-07,1,0.0625
E01003453,2025-07,0,0.0
E01003454,2025-07,0,0.0
E01003455,2025-07,3,0.1875
E01003456,2025-07,3,0.1875
E01003457,2025-07,0,0.0
E01003458,2025-07,0,0.0
E01003459,2025-07,0,0.0
E01003460,2025-07,4,0.25
E01003461,2025-07,1,0.0625
E01003462,2025-07,0,0.0
E01003463,2025-07,1,0.0625
E01003464,2025-07,1,0.0625
E01003465,2025-07,1,0.0625
E01003466,2025-07,0,0.0
E01003467,2025-07,0,0.0
E01003468,2025-07,0,0.0
E01003469,2025-07,0,0.0
E01003470,2025-07,1,0.0625
E01003471,2025-07,3,0.1875
E01003472,2025-07,0,0.0
E01003473,2025-07,2,0.125
E01003474,2025-07,0,0.0
E01003475,2025-07,0,0.0
E01003476,2025-07,0,0.0
E01003477,2025-07,0,0.0
E01003478,2025-07,0,0.0
E01003479,2025-07,0,0.0
E01003480,2025-07,0,0.0
E01003481,2025-07,1,0.0625
E01003482,2025-07,0,0.0
E01003483,2025-07,2,0.125
E01003484,2025-07,0,0.0
E01003485,2025-07,0,0.0
E01003486,2025-07,0,0.0
E01003487,2025-07,0,0.0
E01003488,2025-07,0,0.0
E01003489,2025-07,5,0.3125
E01003490,2025-07,3,0.1875
E01003491,2025-07,2,0.125
E01003492,2025-07,0,0.0
E01003493,2025-07,0,0.0
E01003494,2025-07,0,0.0
E01003495,2025-07,3,0.1875
E01003496,2025-07,0,0.0
E01003497,2025-07,2,0.125
E01003498,2025-07,0,0.0
E01003499,2025-07,4,0.25
E01003500,2025-07,2,0.125
E01003501,2025-07,1,0.0625
E01003502,2025-07,2,0.125
E01003503,2025-07,2,0.125
E01003506,2025-07,0,0.0
E01003507,2025-07,1,0.0625
E01003508,2025-07,2,0.125
E01003509,2025-07,1,0.0625
E01003511,2025-07,1,0.0625
E01003512,2025-07,0,0.0
E01003513,2025-07,0,0.0
E01003514,2025-07,0,0.0
E01003515,2025-07,2,0.125
E01003516,2025-07,0,0.0
E01003517,2025-07,1,0.0625
E01003518,2025-07,1,0.0625
E01003519,2025-07,1,0.0625
E01003520,2025-07,0,0.0
E01003521,2025-07,0,0.0
E01003522,2025-07,2,0.125
E01003523,2025-07,1,0.0625
E01003524,2025-07,0,0.0
E01003525,2025-07,0,0.0
E01003526,2025-07,1,0.0625
E01003527,2025-07,4,0.25
E01003528,2025-07,0,0.0
E01003529,2025-07,2,0.125
E01003530,2025-07,0,0.0
E01003531,2025-07,2,0.125
E01003532,2025-07,1,0.0625
E01003533,2025-07,1,0.0625
E01003534,2025-07,0,0.0
E01003535,2025-07,4,0.25
E01003536,2025-07,0,0.0
E01003537,2025-07,3,0.1875
E01003538,2025-07,1,0.0625
E01003539,2025-07,0,0.0
E01003540,2025-07,1,0.0625
E01003541,2025-07,1,0.0625
E01003542,2025-07,1,0.0625
E01003543,2025-07,1,0.0625
E01003544,2025-07,0,0.0
E01003545,2025-07,0,0.0
E01003546,2025-07,1,0.0625
E01003547,2025-07,3,0.1875
E01003548,2025-07,2,0.125
E01003549,2025-07,1,0.0625
E01003550,2025-07,2,0.125
E01003551,2025-07,0,0.0
E01003552,2025-07,0,0.0
E01003553,2025-07,1,0.0625
E01003554,2025-07,0,0.0
E01003555,2025-07,0,0.0
E01003556,2025-07,0,0.0
E01003557,2025-07,1,0.0625
E01003558,2025-07,3,0.1875
E01003559,2025-07,1,0.0625
E01003560,2025-07,0,0.0
E01003561,2025-07,0,0.0
E01003562,2025-07,4,0.25
E01003563,2025-07,0,0.0
E01003564,2025-07,4,0.25
E01003565,2025-07,4,0.25
E01003566,2025-07,5,0.3125
E01003567,2025-07,0,0.0
E01003568,2025-07,1,0.0625
E01003569,2025-07,1,0.0625
E01003570,2025-07,2,0.125
E01003571,2025-07,0,0.0
E01003572,2025-07,1,0.0625
E01003573,2025-07,3,0.1875
E01003574,2025-07,0,0.0
E01003575,2025-07,2,0.125
E01003576,2025-07,0,0.0
E01003577,2025-07,0,0.0
E01003578,2025-07,0,0.0
E01003579,2025-07,0,0.0
E01003580,2025-07,0,0.0
E01003581,2025-07,1,0.0625
E01003582,2025-07,0,0.0
E01003583,2025-07,0,0.0
E01003584,2025-07,0,0.0
E01003585,2025-07,0,0.0
E01003586,2025-07,1,0.0625
E01003587,2025-07,2,0.125
E01003588,2025-07,0,0.0
E01003589,2025-07,0,0.0
E01003590,2025-07,0,0.0
E01003591,2025-07,3,0.1875
E01003592,2025-07,1,0.0625
E01003593,2025-07,1,0.0625
E01003594,2025-07,0,0.0
E01003595,2025-07,3,0.1875
E01003596,2025-07,3,0.1875
E01003597,2025-07,1,0.0625
E01003598,2025-07,3,0.1875
E01003599,2025-07,1,0.0625
E01003600,2025-07,2,0.125
E01003601,2025-07,3,0.1875
E01003602,2025-07,0,0.0
E01003603,2025-07,2,0.125
E01003604,2025-07,0,0.0
E01003605,2025-07,1,0.0625
E01003606,2025-07,0,0.0
E01003607,2025-07,2,0.125
E01003608,2025-07,0,0.0
E01003609,2025-07,0,0.0
E01003611,2025-07,0,0.0
E01003615,2025-07,0,0.0
E01003616,2025-07,3,0.1875
E01003617,2025-07,0,0.0
E01003618,2025-07,0,0.0
E01003619,2025-07,0,0.0
E01003621,2025-07,2,0.125
E01003622,2025-07,1,0.0625
E01003623,2025-07,1,0.0625
E01003624,2025-07,0,0.0
E01003625,2025-07,2,0.125
E01003626,2025-07,0,0.0
E01003627,2025-07,1,0.0625
E01003628,2025-07,3,0.1875
E01003629,2025-07,0,0.0
E01003630,2025-07,0,0.0
E01003631,2025-07,0,0.0
E01003632,2025-07,4,0.25
E01003633,2025-07,0,0.0
E01003634,2025-07,1,0.0625
E01003635,2025-07,4,0.25
E01003636,2025-07,2,0.125
E01003637,2025-07,0,0.0
E01003638,2025-07,4,0.25
E01003639,2025-07,0,0.0
E01003640,2025-07,0,0.0
E01003641,2025-07,1,0.0625
E01003642,2025-07,1,0.0625
E01003643,2025-07,0,0.0
E01003644,2025-07,0,0.0
E01003645,2025-07,0,0.0
E01003646,2025-07,2,0.125
E01003647,2025-07,0,0.0
E01003648,2025-07,2,0.125
E01003649,2025-07,0,0.0
E01003650,2025-07,1,0.0625
E01003651,2025-07,1,0.0625
E01003652,2025-07,0,0.0
E01003653,2025-07,0,0.0
E01003654,2025-07,3,0.1875
E01003655,2025-07,0,0.0
E01003656,2025-07,1,0.0625
E01003657,2025-07,0,0.0
E01003658,2025-07,2,0.125
E01003659,2025-07,1,0.0625
E01003660,2025-07,0,0.0
E01003661,2025-07,1,0.0625
E01003662,2025-07,1,0.0625
E01003663,2025-07,0,0.0
E01003664,2025-07,0,0.0
E01003665,2025-07,1,0.0625
E01003666,2025-07,4,0.25
E01003668,2025-07,1,0.0625
E01003669,2025-07,1,0.0625
E01003670,2025-07,0,0.0
E01003671,2025-07,5,0.3125
E01003672,2025-07,0,0.0
E01003673,2025-07,1,0.0625
E01003674,2025-07,0,0.0
E01003675,2025-07,0,0.0
E01003676,2025-07,0,0.0
E01003677,2025-07,0,0.0
E01003678,2025-07,2,0.125
E01003679,2025-07,3,0.1875
E01003680,2025-07,5,0.3125
E01003681,2025-07,0,0.0
E01003682,2025-07,0,0.0
E01003683,2025-07,1,0.0625
E01003684,2025-07,0,0.0
E01003685,2025-07,0,0.0
E01003686,2025-07,1,0.0625
E01003688,2025-07,0,0.0
E01003689,2025-07,1,0.0625
E01003690,2025-07,3,0.1875
E01003691,2025-07,0,0.0
E01003692,2025-07,0,0.0
E01003693,2025-07,0,0.0
E01003694,2025-07,0,0.0
E01003695,2025-07,1,0.0625
E01003696,2025-07,2,0.125
E01003697,2025-07,3,0.1875
E01003698,2025-07,0,0.0
E01003699,2025-07,1,0.0625
E01003700,2025-07,0,0.0
E01003701,2025-07,0,0.0
E01003702,2025-07,0,0.0
E01003703,2025-07,0,0.0
E01003704,2025-07,5,0.3125
E01003705,2025-07,4,0.25
E01003706,2025-07,0,0.0
E01003707,2025-07,1,0.0625
E01003708,2025-07,3,0.1875
E01003709,2025-07,1,0.0625
E01003710,2025-07,0,0.0
E01003711,2025-07,1,0.0625
E01003712,2025-07,0,0.0
E01003713,2025-07,4,0.25
E01003714,2025-07,0,0.0
E01003715,2025-07,0,0.0
E01003716,2025-07,1,0.0625
E01003718,2025-07,0,0.0
E01003719,2025-07,0,0.0
E01003720,2025-07,1,0.0625
E01003721,2025-07,0,0.0
E01003722,2025-07,1,0.0625
E01003723,2025-07,2,0.125
E01003724,2025-07,0,0.0
E01003725,2025-07,0,0.0
E01003726,2025-07,5,0.3125
E01003727,2025-07,0,0.0
E01003728,2025-07,0,0.0
E01003729,2025-07,3,0.1875
E01003730,2025-07,0,0.0
E01003731,2025-07,1,0.0625
E01003732,2025-07,0,0.0
E01003733,2025-07,3,0.1875
E01003734,2025-07,3,0.1875
E01003735,2025-07,0,0.0
E01003736,2025-07,1,0.0625
E01003737,2025-07,0,0.0
E01003738,2025-07,0,0.0
E01003739,2025-07,0,0.0
E01003740,2025-07,2,0.125
E01003741,2025-07,3,0.1875
E01003742,2025-07,0,0.0
E01003743,2025-07,0,0.0
E01003744,2025-07,0,0.0
E01003745,2025-07,0,0.0
E01003746,2025-07,4,0.25
E01003747,2025-07,1,0.0625
E01003748,2025-07,0,0.0
E01003749,2025-07,1,0.0625
E01003750,2025-07,0,0.0
E01003751,2025-07,1,0.0625
E01003752,2025-07,0,0.0
E01003753,2025-07,0,0.0
E01003754,2025-07,2,0.125
E01003755,2025-07,0,0.0
E01003756,2025-07,0,0.0
E01003757,2025-07,0,0.0
E01003758,2025-07,0,0.0
E01003759,2025-07,0,0.0
E01003760,2025-07,0,0.0
E01003761,2025-07,0,0.0
E01003762,2025-07,4,0.25
E01003763,2025-07,1,0.0625
E01003764,2025-07,0,0.0
E01003765,2025-07,0,0.0
E01003766,2025-07,0,0.0
E01003767,2025-07,0,0.0
E01003768,2025-07,1,0.0625
E01003769,2025-07,4,0.25
E01003770,2025-07,3,0.1875
E01003771,2025-07,1,0.0625
E01003772,2025-07,1,0.0625
E01003773,2025-07,0,0.0
E01003774,2025-07,0,0.0
E01003775,2025-07,0,0.0
E01003776,2025-07,0,0.0
E01003777,2025-07,6,0.375
E01003778,2025-07,6,0.375
E01003779,2025-07,1,0.0625
E01003780,2025-07,1,0.0625
E01003781,2025-07,2,0.125
E01003782,2025-07,1,0.0625
E01003783,2025-07,1,0.0625
E01003784,2025-07,4,0.25
E01003785,2025-07,0,0.0
E01003786,2025-07,0,0.0
E01003787,2025-07,1,0.0625
E01003788,2025-07,5,0.3125
E01003789,2025-07,1,0.0625
