lsoa_code,year_month,predicted_burglary,predicted_burglary_norm
E01028579,2025-07,0,0.0
E01028580,2025-07,0,0.0
E01028584,2025-07,0,0.0
E01028588,2025-07,0,0.0
E01028596,2025-07,0,0.0
E01028597,2025-07,0,0.0
E01028603,2025-07,0,0.0
E01028620,2025-07,0,0.0
E01028621,2025-07,0,0.0
E01028622,2025-07,0,0.0
E01028624,2025-07,0,0.0
E01028625,2025-07,0,0.0
E01028626,2025-07,0,0.0
E01028638,2025-07,0,0.0
E01028646,2025-07,0,0.0
E01028647,2025-07,0,0.0
E01028650,2025-07,0,0.0
E01028660,2025-07,0,0.0
E01028661,2025-07,0,0.0
E01028666,2025-07,0,0.0
E01028669,2025-07,0,0.0
E01028675,2025-07,0,0.0
E01028676,2025-07,0,0.0
E01028684,2025-07,0,0.0
E01028686,2025-07,0,0.0
E01028695,2025-07,0,0.0
E01028696,2025-07,0,0.0
E01028697,2025-07,0,0.0
E01028698,2025-07,0,0.0
E01028702,2025-07,0,0.0
E01028719,2025-07,0,0.0
E01028723,2025-07,0,0.0
E01028725,2025-07,0,0.0
E01028726,2025-07,0,0.0
E01028730,2025-07,0,0.0
E01028731,2025-07,0,0.0
E01028738,2025-07,0,0.0
E01028739,2025-07,0,0.0
E01028741,2025-07,0,0.0
E01028742,2025-07,0,0.0
E01028750,2025-07,0,0.0
E01028754,2025-07,0,0.0
E01028759,2025-07,0,0.0
E01028763,2025-07,0,0.0
E01028776,2025-07,0,0.0
E01028778,2025-07,0,0.0
E01028794,2025-07,0,0.0
E01028797,2025-07,0,0.0
E01028799,2025-07,0,0.0
E01028802,2025-07,0,0.0
E01028809,2025-07,0,0.0
E01028813,2025-07,0,0.0
E01028823,2025-07,0,0.0
E01028825,2025-07,0,0.0
E01028832,2025-07,0,0.0
E01028843,2025-07,0,0.0
E01028852,2025-07,0,0.0
E01028864,2025-07,0,0.0
E01028867,2025-07,0,0.0
E01028889,2025-07,0,0.0
E01028903,2025-07,0,0.0
E01028905,2025-07,0,0.0
E01028917,2025-07,0,0.0
E01028918,2025-07,0,0.0
E01028927,2025-07,0,0.0
E01028931,2025-07,0,0.0
E01028932,2025-07,0,0.0
E01028941,2025-07,0,0.0
E01028949,2025-07,0,0.0
E01028950,2025-07,0,0.0
E01028980,2025-07,0,0.0
E01028998,2025-07,0,0.0
E01029010,2025-07,0,0.0
E01029016,2025-07,0,0.0
E01029020,2025-07,0,0.0
E01029027,2025-07,0,0.0
E01029041,2025-07,0,0.0
E01029044,2025-07,0,0.0
E01029046,2025-07,0,0.0
E01029050,2025-07,0,0.0
E01029052,2025-07,0,0.0
E01029054,2025-07,0,0.0
E01029058,2025-07,0,0.0
E01029059,2025-07,0,0.0
E01029061,2025-07,0,0.0
E01029070,2025-07,0,0.0
E01029074,2025-07,0,0.0
E01029077,2025-07,0,0.0
E01029078,2025-07,0,0.0
E01029083,2025-07,0,0.0
E01029086,2025-07,0,0.0
E01029095,2025-07,0,0.0
E01029098,2025-07,0,0.0
E01029103,2025-07,0,0.0
E01029131,2025-07,0,0.0
E01029138,2025-07,0,0.0
E01029143,2025-07,0,0.0
E01029148,2025-07,0,0.0
E01029152,2025-07,0,0.0
E01029153,2025-07,0,0.0
E01029154,2025-07,0,0.0
E01029156,2025-07,0,0.0
E01029158,2025-07,0,0.0
E01029166,2025-07,0,0.0
E01029177,2025-07,0,0.0
E01029186,2025-07,0,0.0
E01029199,2025-07,0,0.0
E01029215,2025-07,0,0.0
E01029224,2025-07,0,0.0
E01029225,2025-07,0,0.0
E01029227,2025-07,0,0.0
E01029234,2025-07,0,0.0
E01029235,2025-07,0,0.0
E01029238,2025-07,0,0.0
E01029239,2025-07,0,0.0
E01029240,2025-07,0,0.0
E01029243,2025-07,0,0.0
E01029246,2025-07,0,0.0
E01029247,2025-07,0,0.0
E01029252,2025-07,0,0.0
E01029253,2025-07,0,0.0
E01029256,2025-07,0,0.0
E01029258,2025-07,0,0.0
E01029262,2025-07,0,0.0
E01029269,2025-07,0,0.0
E01029286,2025-07,0,0.0
E01029287,2025-07,0,0.0
E01029289,2025-07,0,0.0
E01029292,2025-07,0,0.0
E01029294,2025-07,0,0.0
E01029304,2025-07,0,0.0
E01029315,2025-07,0,0.0
E01029322,2025-07,0,0.0
E01029324,2025-07,0,0.0
E01029336,2025-07,0,0.0
E01029337,2025-07,0,0.0
E01029355,2025-07,0,0.0
E01029371,2025-07,0,0.0
E01029382,2025-07,0,0.0
E01029385,2025-07,0,0.0
E01029393,2025-07,0,0.0
E01029395,2025-07,0,0.0
E01029407,2025-07,0,0.0
E01029408,2025-07,0,0.0
E01029417,2025-07,0,0.0
E01029425,2025-07,0,0.0
E01029427,2025-07,0,0.0
E01029429,2025-07,0,0.0
E01029434,2025-07,0,0.0
E01029438,2025-07,0,0.0
E01029440,2025-07,0,0.0
E01029445,2025-07,0,0.0
E01029455,2025-07,0,0.0
E01029461,2025-07,0,0.0
E01029475,2025-07,0,0.0
E01029484,2025-07,0,0.0
E01029486,2025-07,0,0.0
E01029500,2025-07,0,0.0
E01029505,2025-07,0,0.0
E01029513,2025-07,0,0.0
E01029515,2025-07,0,0.0
E01029518,2025-07,0,0.0
E01029524,2025-07,0,0.0
E01029528,2025-07,0,0.0
E01029532,2025-07,0,0.0
E01029535,2025-07,0,0.0
E01029538,2025-07,0,0.0
E01029545,2025-07,0,0.0
E01029566,2025-07,0,0.0
E01029570,2025-07,0,0.0
E01029576,2025-07,0,0.0
E01029599,2025-07,0,0.0
E01029603,2025-07,0,0.0
E01029604,2025-07,0,0.0
E01029605,2025-07,0,0.0
E01029606,2025-07,0,0.0
E01029611,2025-07,0,0.0
E01029616,2025-07,0,0.0
E01029619,2025-07,0,0.0
E01029634,2025-07,0,0.0
E01029637,2025-07,0,0.0
E01029639,2025-07,0,0.0
E01029649,2025-07,0,0.0
E01029666,2025-07,0,0.0
E01029667,2025-07,0,0.0
E01029676,2025-07,0,0.0
E01029689,2025-07,0,0.0
E01029699,2025-07,0,0.0
E01029701,2025-07,0,0.0
E01029711,2025-07,0,0.0
E01029716,2025-07,0,0.0
E01029719,2025-07,0,0.0
E01029734,2025-07,0,0.0
E01029747,2025-07,0,0.0
E01029780,2025-07,0,0.0
E01029793,2025-07,0,0.0
E01029820,2025-07,0,0.0
E01029826,2025-07,0,0.0
E01029837,2025-07,0,0.0
E01029838,2025-07,0,0.0
E01029845,2025-07,0,0.0
E01029846,2025-07,0,0.0
E01029857,2025-07,0,0.0
E01029859,2025-07,0,0.0
E01029870,2025-07,0,0.0
E01029875,2025-07,0,0.0
E01029876,2025-07,0,0.0
E01029878,2025-07,0,0.0
E01029880,2025-07,0,0.0
E01029885,2025-07,0,0.0
E01029887,2025-07,0,0.0
E01029889,2025-07,0,0.0
E01029890,2025-07,0,0.0
E01029892,2025-07,0,0.0
E01029896,2025-07,0,0.0
E01029898,2025-07,0,0.0
E01029905,2025-07,0,0.0
E01029909,2025-07,0,0.0
E01029914,2025-07,0,0.0
E01029920,2025-07,0,0.0
E01029925,2025-07,0,0.0
E01029927,2025-07,0,0.0
E01029928,2025-07,0,0.0
E01029929,2025-07,0,0.0
E01029937,2025-07,0,0.0
E01029939,2025-07,0,0.0
E01029941,2025-07,0,0.0
E01029945,2025-07,0,0.0
E01029949,2025-07,0,0.0
E01029950,2025-07,0,0.0
E01029951,2025-07,0,0.0
E01029954,2025-07,0,0.0
E01029956,2025-07,0,0.0
E01029960,2025-07,0,0.0
E01029961,2025-07,0,0.0
E01029963,2025-07,0,0.0
E01029969,2025-07,0,0.0
E01029978,2025-07,0,0.0
E01029980,2025-07,0,0.0
E01029983,2025-07,0,0.0
E01029985,2025-07,0,0.0
E01029987,2025-07,0,0.0
E01029988,2025-07,0,0.0
E01029992,2025-07,0,0.0
E01029994,2025-07,0,0.0
E01029998,2025-07,0,0.0
E01030002,2025-07,0,0.0
E01030006,2025-07,0,0.0
E01030010,2025-07,0,0.0
E01030012,2025-07,0,0.0
E01030013,2025-07,0,0.0
E01030015,2025-07,0,0.0
E01030021,2025-07,0,0.0
E01030022,2025-07,0,0.0
E01030023,2025-07,0,0.0
E01030024,2025-07,0,0.0
E01030025,2025-07,0,0.0
E01030027,2025-07,0,0.0
E01030028,2025-07,0,0.0
E01030030,2025-07,0,0.0
E01030036,2025-07,0,0.0
E01030042,2025-07,0,0.0
E01030055,2025-07,0,0.0
E01030059,2025-07,0,0.0
E01030062,2025-07,0,0.0
E01030072,2025-07,0,0.0
E01030073,2025-07,0,0.0
E01030076,2025-07,0,0.0
E01030091,2025-07,0,0.0
E01030093,2025-07,0,0.0
E01030095,2025-07,0,0.0
E01030098,2025-07,0,0.0
E01030112,2025-07,0,0.0
E01030115,2025-07,0,0.0
E01030120,2025-07,0,0.0
E01030121,2025-07,0,0.0
E01030137,2025-07,0,0.0
E01030141,2025-07,0,0.0
E01030142,2025-07,0,0.0
E01030153,2025-07,0,0.0
E01030154,2025-07,0,0.0
E01030162,2025-07,0,0.0
E01030163,2025-07,0,0.0
E01030165,2025-07,0,0.0
E01030167,2025-07,0,0.0
E01030168,2025-07,0,0.0
E01030175,2025-07,0,0.0
E01030181,2025-07,0,0.0
E01030183,2025-07,0,0.0
E01030186,2025-07,0,0.0
E01030193,2025-07,0,0.0
E01030197,2025-07,0,0.0
E01030199,2025-07,0,0.0
E01030201,2025-07,0,0.0
E01030207,2025-07,0,0.0
E01030210,2025-07,0,0.0
E01030211,2025-07,0,0.0
E01030220,2025-07,0,0.0
E01030222,2025-07,0,0.0
E01030223,2025-07,0,0.0
E01030229,2025-07,0,0.0
E01030230,2025-07,0,0.0
E01030232,2025-07,0,0.0
E01030234,2025-07,0,0.0
E01030242,2025-07,0,0.0
E01030243,2025-07,0,0.0
E01030244,2025-07,0,0.0
E01030246,2025-07,0,0.0
E01030247,2025-07,0,0.0
E01030248,2025-07,0,0.0
E01030253,2025-07,1,0.0625
E01030256,2025-07,0,0.0
E01030261,2025-07,0,0.0
E01030262,2025-07,0,0.0
E01030263,2025-07,0,0.0
E01030265,2025-07,0,0.0
E01030268,2025-07,0,0.0
E01030270,2025-07,0,0.0
E01030276,2025-07,0,0.0
E01030278,2025-07,0,0.0
E01030279,2025-07,0,0.0
E01030282,2025-07,0,0.0
E01030284,2025-07,0,0.0
E01030286,2025-07,0,0.0
E01030295,2025-07,0,0.0
E01030296,2025-07,0,0.0
E01030297,2025-07,0,0.0
E01030298,2025-07,0,0.0
E01030299,2025-07,0,0.0
E01030300,2025-07,0,0.0
E01030301,2025-07,0,0.0
E01030302,2025-07,0,0.0
E01030303,2025-07,0,0.0
E01030304,2025-07,0,0.0
E01030305,2025-07,0,0.0
E01030306,2025-07,0,0.0
E01030307,2025-07,0,0.0
E01030309,2025-07,0,0.0
E01030310,2025-07,0,0.0
E01030312,2025-07,0,0.0
E01030313,2025-07,0,0.0
E01030314,2025-07,0,0.0
E01030315,2025-07,0,0.0
E01030316,2025-07,0,0.0
E01030317,2025-07,0,0.0
E01030318,2025-07,0,0.0
E01030319,2025-07,0,0.0
E01030320,2025-07,0,0.0
E01030321,2025-07,0,0.0
E01030322,2025-07,0,0.0
E01030323,2025-07,0,0.0
E01030324,2025-07,0,0.0
E01030325,2025-07,0,0.0
E01030326,2025-07,0,0.0
E01030327,2025-07,0,0.0
E01030328,2025-07,0,0.0
E01030329,2025-07,0,0.0
E01030330,2025-07,0,0.0
E01030331,2025-07,0,0.0
E01030332,2025-07,0,0.0
E01030333,2025-07,0,0.0
E01030334,2025-07,0,0.0
E01030335,2025-07,0,0.0
E01030336,2025-07,0,0.0
E01030337,2025-07,0,0.0
E01030338,2025-07,0,0.0
E01030339,2025-07,0,0.0
E01030340,2025-07,0,0.0
E01030341,2025-07,0,0.0
E01030342,2025-07,0,0.0
E01030343,2025-07,0,0.0
E01030344,2025-07,0,0.0
E01030345,2025-07,0,0.0
E01030347,2025-07,0,0.0
E01030348,2025-07,0,0.0
E01030349,2025-07,0,0.0
E01030350,2025-07,0,0.0
E01030351,2025-07,0,0.0
E01030352,2025-07,0,0.0
E01030353,2025-07,0,0.0
E01030354,2025-07,0,0.0
E01030355,2025-07,0,0.0
E01030356,2025-07,0,0.0
E01030357,2025-07,0,0.0
E01030358,2025-07,0,0.0
E01030359,2025-07,0,0.0
E01030360,2025-07,0,0.0
E01030361,2025-07,0,0.0
E01030362,2025-07,0,0.0
E01030363,2025-07,0,0.0
E01030364,2025-07,0,0.0
E01030365,2025-07,0,0.0
E01030366,2025-07,0,0.0
E01030367,2025-07,0,0.0
E01030370,2025-07,0,0.0
E01030371,2025-07,0,0.0
E01030372,2025-07,0,0.0
E01030373,2025-07,0,0.0
E01030374,2025-07,0,0.0
E01030375,2025-07,0,0.0
E01030376,2025-07,0,0.0
E01030377,2025-07,0,0.0
E01030378,2025-07,0,0.0
E01030379,2025-07,0,0.0
E01030380,2025-07,0,0.0
E01030381,2025-07,0,0.0
E01030382,2025-07,0,0.0
E01030383,2025-07,0,0.0
E01030384,2025-07,0,0.0
E01030385,2025-07,0,0.0
E01030386,2025-07,0,0.0
E01030387,2025-07,0,0.0
E01030388,2025-07,0,0.0
E01030389,2025-07,0,0.0
E01030390,2025-07,0,0.0
E01030391,2025-07,0,0.0
E01030392,2025-07,0,0.0
E01030393,2025-07,0,0.0
E01030394,2025-07,0,0.0
E01030395,2025-07,0,0.0
E01030396,2025-07,0,0.0
E01030398,2025-07,0,0.0
E01030399,2025-07,0,0.0
E01030400,2025-07,0,0.0
E01030401,2025-07,0,0.0
E01030402,2025-07,0,0.0
E01030403,2025-07,0,0.0
E01030405,2025-07,0,0.0
E01030406,2025-07,0,0.0
E01030407,2025-07,0,0.0
E01030408,2025-07,0,0.0
E01030409,2025-07,0,0.0
E01030410,2025-07,0,0.0
E01030411,2025-07,0,0.0
E01030412,2025-07,0,0.0
E01030413,2025-07,0,0.0
E01030414,2025-07,0,0.0
E01030415,2025-07,0,0.0
E01030416,2025-07,0,0.0
E01030417,2025-07,0,0.0
E01030418,2025-07,0,0.0
E01030419,2025-07,0,0.0
E01030420,2025-07,0,0.0
E01030422,2025-07,0,0.0
E01030424,2025-07,0,0.0
E01030425,2025-07,0,0.0
E01030427,2025-07,0,0.0
E01030428,2025-07,0,0.0
E01030429,2025-07,0,0.0
E01030430,2025-07,0,0.0
E01030432,2025-07,0,0.0
E01030434,2025-07,0,0.0
E01030438,2025-07,0,0.0
E01030440,2025-07,0,0.0
E01030443,2025-07,0,0.0
E01030445,2025-07,0,0.0
E01030447,2025-07,0,0.0
E01030450,2025-07,0,0.0
E01030451,2025-07,0,0.0
E01030452,2025-07,0,0.0
E01030454,2025-07,0,0.0
E01030455,2025-07,0,0.0
E01030456,2025-07,0,0.0
E01030457,2025-07,0,0.0
E01030458,2025-07,0,0.0
E01030459,2025-07,0,0.0
E01030465,2025-07,0,0.0
E01030466,2025-07,0,0.0
E01030468,2025-07,0,0.0
E01030470,2025-07,0,0.0
E01030475,2025-07,0,0.0
E01030477,2025-07,0,0.0
E01030478,2025-07,0,0.0
E01030479,2025-07,0,0.0
E01030480,2025-07,0,0.0
E01030481,2025-07,0,0.0
E01030482,2025-07,0,0.0
E01030483,2025-07,0,0.0
E01030484,2025-07,0,0.0
E01030487,2025-07,0,0.0
E01030489,2025-07,0,0.0
E01030491,2025-07,0,0.0
E01030492,2025-07,0,0.0
E01030493,2025-07,0,0.0
E01030494,2025-07,0,0.0
E01030496,2025-07,0,0.0
E01030497,2025-07,0,0.0
E01030500,2025-07,0,0.0
E01030501,2025-07,0,0.0
E01030502,2025-07,0,0.0
E01030504,2025-07,0,0.0
E01030505,2025-07,0,0.0
E01030506,2025-07,0,0.0
E01030507,2025-07,0,0.0
E01030509,2025-07,0,0.0
E01030510,2025-07,0,0.0
E01030513,2025-07,0,0.0
E01030514,2025-07,0,0.0
E01030515,2025-07,0,0.0
E01030520,2025-07,0,0.0
E01030521,2025-07,0,0.0
E01030522,2025-07,0,0.0
E01030523,2025-07,0,0.0
E01030524,2025-07,0,0.0
E01030525,2025-07,0,0.0
E01030527,2025-07,0,0.0
E01030528,2025-07,0,0.0
E01030530,2025-07,0,0.0
E01030531,2025-07,0,0.0
E01030536,2025-07,0,0.0
E01030537,2025-07,0,0.0
E01030538,2025-07,0,0.0
E01030539,2025-07,0,0.0
E01030540,2025-07,0,0.0
E01030541,2025-07,0,0.0
E01030542,2025-07,0,0.0
E01030546,2025-07,0,0.0
E01030547,2025-07,0,0.0
E01030548,2025-07,0,0.0
E01030549,2025-07,0,0.0
E01030550,2025-07,0,0.0
E01030551,2025-07,0,0.0
E01030552,2025-07,0,0.0
E01030553,2025-07,0,0.0
E01030554,2025-07,0,0.0
E01030555,2025-07,0,0.0
E01030556,2025-07,0,0.0
E01030557,2025-07,0,0.0
E01030558,2025-07,0,0.0
E01030559,2025-07,0,0.0
E01030560,2025-07,0,0.0
E01030561,2025-07,0,0.0
E01030562,2025-07,0,0.0
E01030563,2025-07,0,0.0
E01030564,2025-07,0,0.0
E01030565,2025-07,0,0.0
E01030566,2025-07,0,0.0
E01030567,2025-07,0,0.0
E01030568,2025-07,0,0.0
E01030569,2025-07,0,0.0
E01030570,2025-07,0,0.0
E01030571,2025-07,0,0.0
E01030572,2025-07,0,0.0
E01030574,2025-07,0,0.0
E01030576,2025-07,0,0.0
E01030577,2025-07,0,0.0
E01030578,2025-07,0,0.0
E01030579,2025-07,0,0.0
E01030580,2025-07,0,0.0
E01030583,2025-07,0,0.0
E01030584,2025-07,0,0.0
E01030586,2025-07,0,0.0
E01030587,2025-07,0,0.0
E01030588,2025-07,0,0.0
E01030589,2025-07,0,0.0
E01030590,2025-07,0,0.0
E01030592,2025-07,0,0.0
E01030594,2025-07,0,0.0
E01030598,2025-07,0,0.0
E01030599,2025-07,0,0.0
E01030600,2025-07,0,0.0
E01030601,2025-07,0,0.0
E01030602,2025-07,0,0.0
E01030603,2025-07,0,0.0
E01030604,2025-07,0,0.0
E01030605,2025-07,0,0.0
E01030606,2025-07,0,0.0
E01030607,2025-07,0,0.0
E01030608,2025-07,0,0.0
E01030609,2025-07,0,0.0
E01030610,2025-07,0,0.0
E01030611,2025-07,0,0.0
E01030612,2025-07,0,0.0
E01030613,2025-07,0,0.0
E01030614,2025-07,0,0.0
E01030615,2025-07,0,0.0
E01030617,2025-07,0,0.0
E01030618,2025-07,0,0.0
E01030619,2025-07,0,0.0
E01030620,2025-07,0,0.0
E01030621,2025-07,0,0.0
E01030622,2025-07,0,0.0
E01030625,2025-07,0,0.0
E01030626,2025-07,0,0.0
E01030628,2025-07,0,0.0
E01030631,2025-07,0,0.0
E01030632,2025-07,0,0.0
E01030633,2025-07,0,0.0
E01030634,2025-07,0,0.0
E01030635,2025-07,0,0.0
E01030636,2025-07,0,0.0
E01030637,2025-07,0,0.0
E01030638,2025-07,0,0.0
E01030639,2025-07,0,0.0
E01030640,2025-07,0,0.0
E01030641,2025-07,0,0.0
E01030642,2025-07,0,0.0
E01030643,2025-07,0,0.0
E01030644,2025-07,0,0.0
E01030645,2025-07,0,0.0
E01030646,2025-07,0,0.0
E01030647,2025-07,0,0.0
E01030649,2025-07,0,0.0
E01030650,2025-07,0,0.0
E01030651,2025-07,0,0.0
E01030652,2025-07,0,0.0
E01030653,2025-07,0,0.0
E01030654,2025-07,0,0.0
E01030655,2025-07,0,0.0
E01030656,2025-07,0,0.0
E01030657,2025-07,0,0.0
E01030658,2025-07,0,0.0
E01030660,2025-07,0,0.0
E01030661,2025-07,0,0.0
E01030662,2025-07,0,0.0
E01030663,2025-07,0,0.0
E01030664,2025-07,0,0.0
E01030665,2025-07,0,0.0
E01030666,2025-07,0,0.0
E01030667,2025-07,0,0.0
E01030668,2025-07,0,0.0
E01030669,2025-07,0,0.0
E01030670,2025-07,0,0.0
E01030671,2025-07,0,0.0
E01030672,2025-07,0,0.0
E01030673,2025-07,0,0.0
E01030674,2025-07,0,0.0
E01030675,2025-07,0,0.0
E01030676,2025-07,0,0.0
E01030677,2025-07,0,0.0
E01030678,2025-07,0,0.0
E01030679,2025-07,0,0.0
E01030681,2025-07,0,0.0
E01030682,2025-07,0,0.0
E01030683,2025-07,0,0.0
E01030685,2025-07,0,0.0
E01030686,2025-07,0,0.0
E01030689,2025-07,0,0.0
E01030690,2025-07,0,0.0
E01030692,2025-07,0,0.0
E01030696,2025-07,0,0.0
E01030697,2025-07,0,0.0
E01030698,2025-07,0,0.0
E01030699,2025-07,0,0.0
E01030700,2025-07,0,0.0
E01030701,2025-07,0,0.0
E01030702,2025-07,0,0.0
E01030703,2025-07,0,0.0
E01030704,2025-07,0,0.0
E01030705,2025-07,0,0.0
E01030706,2025-07,0,0.0
E01030707,2025-07,0,0.0
E01030708,2025-07,0,0.0
E01030709,2025-07,0,0.0
E01030710,2025-07,0,0.0
E01030711,2025-07,0,0.0
E01030712,2025-07,0,0.0
E01030713,2025-07,0,0.0
E01030714,2025-07,0,0.0
E01030715,2025-07,0,0.0
E01030716,2025-07,0,0.0
E01030717,2025-07,0,0.0
E01030718,2025-07,0,0.0
E01030719,2025-07,0,0.0
E01030720,2025-07,0,0.0
E01030721,2025-07,0,0.0
E01030722,2025-07,0,0.0
E01030723,2025-07,0,0.0
E01030724,2025-07,0,0.0
E01030725,2025-07,0,0.0
E01030726,2025-07,0,0.0
E01030727,2025-07,0,0.0
E01030728,2025-07,0,0.0
E01030729,2025-07,0,0.0
E01030730,2025-07,0,0.0
E01030731,2025-07,0,0.0
E01030732,2025-07,0,0.0
E01030733,2025-07,0,0.0
E01030734,2025-07,0,0.0
E01030735,2025-07,0,0.0
E01030736,2025-07,0,0.0
E01030737,2025-07,0,0.0
E01030739,2025-07,0,0.0
E01030740,2025-07,0,0.0
E01030741,2025-07,0,0.0
E01030742,2025-07,0,0.0
E01030743,2025-07,0,0.0
E01030744,2025-07,0,0.0
E01030745,2025-07,0,0.0
E01030746,2025-07,0,0.0
E01030747,2025-07,0,0.0
E01030748,2025-07,0,0.0
E01030749,2025-07,0,0.0
E01030750,2025-07,0,0.0
E01030751,2025-07,0,0.0
E01030752,2025-07,0,0.0
E01030753,2025-07,0,0.0
E01030754,2025-07,0,0.0
E01030755,2025-07,0,0.0
E01030756,2025-07,0,0.0
E01030757,2025-07,0,0.0
E01030758,2025-07,0,0.0
E01030759,2025-07,0,0.0
E01030760,2025-07,0,0.0
E01030761,2025-07,0,0.0
E01030762,2025-07,0,0.0
E01030763,2025-07,0,0.0
E01030768,2025-07,0,0.0
E01030770,2025-07,0,0.0
E01030772,2025-07,0,0.0
E01030773,2025-07,0,0.0
E01030776,2025-07,0,0.0
E01030777,2025-07,0,0.0
E01030778,2025-07,0,0.0
E01030780,2025-07,0,0.0
E01030781,2025-07,0,0.0
E01030782,2025-07,0,0.0
E01030784,2025-07,0,0.0
E01030785,2025-07,0,0.0
E01030786,2025-07,0,0.0
E01030787,2025-07,0,0.0
E01030788,2025-07,0,0.0
E01030790,2025-07,0,0.0
E01030791,2025-07,0,0.0
E01030792,2025-07,0,0.0
E01030793,2025-07,0,0.0
E01030795,2025-07,0,0.0
E01030797,2025-07,0,0.0
E01030798,2025-07,0,0.0
E01030799,2025-07,0,0.0
E01030800,2025-07,0,0.0
E01030801,2025-07,0,0.0
E01030802,2025-07,0,0.0
E01030804,2025-07,0,0.0
E01030805,2025-07,0,0.0
E01030809,2025-07,0,0.0
E01030811,2025-07,0,0.0
E01030812,2025-07,0,0.0
E01030813,2025-07,0,0.0
E01030814,2025-07,0,0.0
E01030815,2025-07,0,0.0
E01030816,2025-07,0,0.0
E01030817,2025-07,0,0.0
E01030819,2025-07,0,0.0
E01030820,2025-07,0,0.0
E01030821,2025-07,0,0.0
E01030824,2025-07,0,0.0
E01030825,2025-07,0,0.0
E01030826,2025-07,0,0.0
E01030827,2025-07,0,0.0
E01030828,2025-07,0,0.0
E01030829,2025-07,0,0.0
E01030830,2025-07,0,0.0
E01030831,2025-07,0,0.0
E01030832,2025-07,0,0.0
E01030833,2025-07,0,0.0
E01030834,2025-07,0,0.0
E01030835,2025-07,0,0.0
E01030836,2025-07,0,0.0
E01030837,2025-07,0,0.0
E01030838,2025-07,0,0.0
E01030840,2025-07,0,0.0
E01030842,2025-07,0,0.0
E01030843,2025-07,0,0.0
E01030844,2025-07,0,0.0
E01030845,2025-07,0,0.0
E01030846,2025-07,0,0.0
E01030847,2025-07,0,0.0
E01030848,2025-07,0,0.0
E01030850,2025-07,0,0.0
E01030851,2025-07,0,0.0
E01030852,2025-07,0,0.0
E01030853,2025-07,0,0.0
E01030854,2025-07,0,0.0
E01030855,2025-07,0,0.0
E01030856,2025-07,0,0.0
E01030857,2025-07,0,0.0
E01030858,2025-07,0,0.0
E01030859,2025-07,0,0.0
E01030860,2025-07,0,0.0
E01030861,2025-07,0,0.0
E01030865,2025-07,0,0.0
E01030868,2025-07,0,0.0
E01030872,2025-07,0,0.0
E01030875,2025-07,0,0.0
E01030876,2025-07,0,0.0
E01030878,2025-07,0,0.0
E01030879,2025-07,0,0.0
E01030880,2025-07,0,0.0
E01030885,2025-07,0,0.0
E01030886,2025-07,0,0.0
E01030888,2025-07,0,0.0
E01030890,2025-07,0,0.0
E01030891,2025-07,0,0.0
E01030893,2025-07,0,0.0
E01030897,2025-07,0,0.0
E01030900,2025-07,0,0.0
E01030901,2025-07,0,0.0
E01030902,2025-07,0,0.0
E01030904,2025-07,0,0.0
E01030908,2025-07,0,0.0
E01030910,2025-07,0,0.0
E01030912,2025-07,0,0.0
E01030914,2025-07,0,0.0
E01030916,2025-07,0,0.0
E01030917,2025-07,0,0.0
E01030919,2025-07,0,0.0
E01030922,2025-07,0,0.0
E01030924,2025-07,0,0.0
E01030926,2025-07,0,0.0
E01030933,2025-07,0,0.0
E01030934,2025-07,0,0.0
E01030937,2025-07,0,0.0
E01030940,2025-07,0,0.0
E01030941,2025-07,0,0.0
E01030942,2025-07,0,0.0
E01030944,2025-07,0,0.0
E01030946,2025-07,0,0.0
E01030947,2025-07,0,0.0
E01030948,2025-07,0,0.0
E01030949,2025-07,0,0.0
E01030951,2025-07,0,0.0
E01030952,2025-07,0,0.0
E01030953,2025-07,0,0.0
E01030954,2025-07,0,0.0
E01030957,2025-07,0,0.0
E01030960,2025-07,0,0.0
E01030961,2025-07,0,0.0
E01030965,2025-07,0,0.0
E01030966,2025-07,0,0.0
E01030967,2025-07,0,0.0
E01030968,2025-07,0,0.0
E01030970,2025-07,0,0.0
E01030971,2025-07,0,0.0
E01030972,2025-07,0,0.0
E01030973,2025-07,0,0.0
E01030976,2025-07,0,0.0
E01030979,2025-07,0,0.0
E01030980,2025-07,0,0.0
E01030981,2025-07,0,0.0
E01030983,2025-07,0,0.0
E01030984,2025-07,0,0.0
E01030986,2025-07,0,0.0
E01030987,2025-07,0,0.0
E01030990,2025-07,0,0.0
E01030991,2025-07,0,0.0
E01030993,2025-07,0,0.0
E01030995,2025-07,0,0.0
E01030996,2025-07,0,0.0
E01030997,2025-07,0,0.0
E01030998,2025-07,0,0.0
E01030999,2025-07,0,0.0
E01031000,2025-07,0,0.0
E01031003,2025-07,0,0.0
E01031004,2025-07,0,0.0
E01031017,2025-07,0,0.0
E01031024,2025-07,0,0.0
E01031025,2025-07,0,0.0
E01031027,2025-07,0,0.0
E01031030,2025-07,0,0.0
E01031032,2025-07,0,0.0
E01031033,2025-07,0,0.0
E01031043,2025-07,0,0.0
E01031050,2025-07,0,0.0
E01031051,2025-07,0,0.0
E01031052,2025-07,0,0.0
E01031057,2025-07,0,0.0
E01031062,2025-07,0,0.0
E01031065,2025-07,0,0.0
E01031079,2025-07,0,0.0
E01031081,2025-07,0,0.0
E01031083,2025-07,0,0.0
E01031086,2025-07,0,0.0
